Id,Edad,Ingrediente_1,Ingrediente_2,Ingrediente_3,Sodio en mg,Gramos de aspartamo,Azucar Gramos,Gramos entre Azucar y otros endulcorantes,Densidad,pH,Litros de Cafeina,Grado de Colorante,Indice Satisfaccion
2128,22.0,7.1,0.18,0.32,12.2,0.048,36.0,125.0,0.9967,0.54,0.54,9.4,1
2129,25.0,7.1,0.2,0.31,7.4,0.053,32.0,211.0,0.99587,0.59,0.59,10.4,1
2130,25.0,6.3,0.29,0.14,7.05,0.045,50.0,177.0,0.99564,0.42,0.42,9.0,0
2131,24.0,9.1,0.28,0.46,9.0,0.114,3.0,9.0,0.99901,0.6,0.6,10.9,1
2132,25.0,7.5,0.29,0.36,15.7,0.05,29.0,124.0,0.9968,0.54,0.54,10.4,0
2133,14.0,6.0,0.42,0.41,12.4,0.032,50.0,179.0,0.99622,0.6,0.6,9.7,0
2134,26.0,9.8,0.45,0.38,2.5,0.081,34.0,66.0,0.99726,0.58,0.58,9.8,0
2135,23.0,7.2,0.29,0.4,7.6,0.024,56.0,177.0,0.9928,0.32,0.32,11.5,1
2136,20.0,5.8,0.26,0.29,1.0,0.042,35.0,101.0,0.99044,0.48,0.48,11.4,1
2137,14.0,7.0,0.28,0.28,1.4,0.039,12.0,83.0,0.99173,0.65,0.65,11.1,0
2138,22.0,11.6,0.41,0.58,2.8,0.096,25.0,101.0,1.00024,0.53,0.53,10.0,0
2139,10.0,6.8,0.25,0.27,10.7,0.076,47.0,154.0,0.9967,0.38,0.38,9.0,0
2140,14.0,6.5,0.46,0.24,11.5,0.051,56.0,171.0,0.99588,0.56,0.56,9.8,1
2141,14.0,6.7,0.24,0.29,6.8,0.038,54.0,127.0,0.9932,0.46,0.46,11.6,1
2142,24.0,7.4,0.27,0.26,11.8,0.053,55.0,173.0,0.99699,0.6,0.6,9.8,0
2143,30.0,6.6,0.5,0.0,1.8,0.062,21.0,28.0,0.99352,0.55,0.55,12.3,1
2144,16.0,6.4,0.105,0.29,1.1,0.035,44.0,140.0,0.99142,0.55,0.55,10.7,1
2145,19.0,6.8,0.15,0.41,12.9,0.044,79.5,183.0,0.99742,0.78,0.78,10.2,1
2146,14.0,7.2,0.23,0.19,13.7,0.052,47.0,197.0,0.99865,0.53,0.53,9.0,0
2147,22.0,7.6,0.36,0.49,11.3,0.046,87.0,221.0,0.9984,0.43,0.43,9.2,0
2148,28.0,8.1,0.73,0.0,2.5,0.081,12.0,24.0,0.99798,0.46,0.46,9.6,0
2149,19.0,8.8,0.2,0.28,1.1,0.018,18.0,72.0,0.9926,0.35,0.35,10.4,0
2150,23.0,7.5,0.63,0.27,2.0,0.083,17.0,91.0,0.99616,0.58,0.58,9.8,1
2151,10.0,6.5,0.315,0.2,6.6,0.041,9.0,126.0,0.99494,0.51,0.51,8.8,0
2152,10.0,5.9,0.12,0.27,4.8,0.03,40.0,110.0,0.99226,0.68,0.68,12.1,1
2153,22.0,9.4,0.23,0.56,16.45,0.063,52.5,282.0,1.00098,0.51,0.51,9.3,0
2154,10.0,6.7,0.13,0.32,3.7,0.017,32.0,99.0,0.99348,0.44,0.44,10.0,1
2155,17.0,6.7,0.13,0.45,4.2,0.043,52.0,131.0,0.99162,0.54,0.54,11.3,1
2156,11.0,5.9,0.26,0.21,12.5,0.034,36.0,152.0,0.9972,0.43,0.43,9.5,1
2157,11.0,7.0,0.58,0.12,1.9,0.091,34.0,124.0,0.9956,0.48,0.48,10.5,0
2158,15.0,6.9,0.29,0.41,7.8,0.046,52.0,171.0,0.99537,0.51,0.51,9.6,0
2159,19.0,6.4,0.28,0.44,7.1,0.048,49.0,179.0,0.99528,0.48,0.48,9.2,0
2160,27.0,8.1,0.25,0.38,3.8,0.051,18.0,129.0,0.9928,0.38,0.38,11.5,1
2161,20.0,7.3,0.33,0.47,2.1,0.077,5.0,11.0,0.9958,0.53,0.53,10.3,1
2162,30.0,7.6,0.49,0.33,1.9,0.074,27.0,85.0,0.99706,0.58,0.58,9.0,0
2163,14.0,6.0,0.13,0.36,1.6,0.052,23.0,72.0,0.98974,0.5,0.5,11.5,1
2164,13.0,6.2,0.55,0.45,12.0,0.049,27.0,186.0,0.9974,0.5,0.5,9.3,1
2165,19.0,6.9,0.41,0.22,4.2,0.031,10.0,102.0,0.993,0.86,0.86,11.6,0
2166,28.0,5.8,0.17,0.34,1.8,0.045,96.0,170.0,0.99035,0.9,0.9,11.8,1
2167,24.0,6.7,0.16,0.32,12.5,0.035,18.0,156.0,0.99666,0.36,0.36,9.0,1
2168,30.0,6.8,0.22,0.31,1.4,0.053,34.0,114.0,0.9929,0.77,0.77,10.6,1
2169,16.0,6.5,0.23,0.36,16.3,0.038,43.0,133.0,0.99924,0.41,0.41,8.8,0
2170,24.0,7.0,0.31,0.39,7.5,0.055,42.0,218.0,0.99652,0.54,0.54,10.3,0
2171,19.0,6.1,0.15,0.4,1.2,0.03,19.0,84.0,0.98926,0.96,0.96,13.0,1
2172,16.0,9.2,0.41,0.5,2.5,0.055,12.0,25.0,0.9952,0.79,0.79,13.3,1
2173,13.0,7.6,0.22,0.34,9.7,0.035,26.0,143.0,0.9965,0.49,0.49,9.8,1
2174,14.0,6.0,0.27,0.28,4.8,0.063,31.0,201.0,0.9964,0.71,0.71,10.0,0
2175,12.0,7.4,0.155,0.34,2.3,0.045,73.5,214.0,0.9934,0.61,0.61,9.9,1
2176,23.0,6.7,0.37,0.41,6.3,0.061,22.0,149.0,0.9953,0.47,0.47,9.6,1
2177,29.0,9.0,0.38,0.41,2.4,0.103,6.0,10.0,0.99604,0.58,0.58,11.9,1
2178,14.0,5.5,0.18,0.22,5.5,0.037,10.0,86.0,0.99156,0.44,0.44,12.2,0
2179,14.0,7.2,0.29,0.53,18.15,0.047,59.0,182.0,0.9992,0.52,0.52,9.6,0
2180,13.0,6.2,0.3,0.3,2.5,0.041,29.0,82.0,0.99065,0.61,0.61,11.8,1
2181,19.0,6.6,0.25,0.25,1.3,0.04,28.0,85.0,0.98984,0.48,0.48,11.2,1
2182,26.0,6.0,0.28,0.52,6.2,0.028,37.0,104.0,0.99161,0.51,0.51,11.8,1
2183,20.0,8.8,0.24,0.54,2.5,0.083,25.0,57.0,0.9983,0.54,0.54,9.2,0
2184,19.0,10.3,0.53,0.48,2.5,0.063,6.0,25.0,0.9998,0.59,0.59,9.3,1
2185,30.0,7.4,0.55,0.19,1.8,0.082,15.0,34.0,0.99655,0.68,0.68,10.5,0
2186,13.0,7.3,0.25,0.39,6.4,0.034,8.0,84.0,0.9942,0.46,0.46,11.5,0
2187,24.0,12.6,0.41,0.54,2.8,0.103,19.0,41.0,0.99939,0.76,0.76,11.3,1
2188,19.0,11.3,0.37,0.41,2.3,0.088,6.0,16.0,0.9988,0.8,0.8,9.3,0
2189,26.0,7.1,0.31,0.25,11.2,0.048,32.0,136.0,0.99663,0.4,0.4,9.5,0
2190,27.0,7.2,0.24,0.4,1.4,0.045,31.0,106.0,0.9914,0.38,0.38,10.8,1
2191,11.0,6.0,0.17,0.33,6.0,0.036,30.0,111.0,0.99362,0.58,0.58,10.1333333333333,1
2192,16.0,6.0,0.19,0.26,12.4,0.048,50.0,147.0,0.9972,0.36,0.36,8.9,1
2193,19.0,7.6,0.18,0.36,2.4,0.049,38.0,123.0,0.996,0.46,0.46,10.3,0
2194,29.0,6.6,0.4,0.46,6.2,0.056,42.0,241.0,0.9968,0.6,0.6,9.9,0
2195,30.0,6.5,0.115,0.29,1.95,0.038,73.0,166.0,0.989,0.25,0.25,12.9,1
2196,26.0,6.3,0.27,0.38,0.9,0.051,7.0,140.0,0.9926,0.5,0.5,10.5,1
2197,21.0,5.8,0.28,0.3,1.5,0.026,31.0,114.0,0.98952,0.6,0.6,12.5,1
2198,12.0,6.6,0.19,0.43,10.9,0.045,53.0,154.0,0.99752,0.77,0.77,10.4,1
2199,19.0,5.4,0.46,0.15,2.1,0.026,29.0,130.0,0.98953,0.77,0.77,13.4,1
2200,16.0,6.7,0.3,0.35,1.4,0.18,36.0,160.0,0.9937,0.54,0.54,9.4,1
2201,29.0,6.4,0.3,0.27,4.4,0.055,17.0,135.0,0.9925,0.44,0.44,12.2,1
2202,22.0,8.3,0.2,0.49,1.7,0.038,38.0,167.0,0.9939,0.37,0.37,10.1,1
2203,11.0,8.4,1.035,0.15,6.0,0.073,11.0,54.0,0.999,0.49,0.49,9.9,0
2204,27.0,6.0,0.27,0.32,3.6,0.035,36.0,133.0,0.99215,0.46,0.46,10.8,1
2205,26.0,6.1,0.28,0.27,4.7,0.03,56.0,140.0,0.99042,0.42,0.42,12.5,1
2206,11.0,6.5,0.28,0.34,9.9,0.038,30.0,133.0,0.9954,0.44,0.44,9.8,0
2207,18.0,7.6,0.25,1.23,4.6,0.035,51.0,294.0,0.99018,0.43,0.43,13.1,1
2208,16.0,5.7,0.22,0.2,16.0,0.044,41.0,113.0,0.99862,0.46,0.46,8.9,1
2209,18.0,6.0,0.495,0.27,5.0,0.157,17.0,129.0,0.99396,0.36,0.36,9.3,0
2210,10.0,9.8,1.24,0.34,2.0,0.079,32.0,151.0,0.998,0.53,0.53,9.5,0
2211,11.0,7.5,0.42,0.45,9.1,0.029,20.0,125.0,0.996,0.36,0.36,10.1,1
2212,16.0,7.2,0.26,0.38,1.5,0.061,12.0,120.0,0.99192,0.46,0.46,10.4,0
2213,18.0,6.8,0.18,0.35,5.4,0.054,53.0,143.0,0.99287,0.54,0.54,11.0,1
2214,23.0,5.3,0.47,0.1,1.3,0.036,11.0,74.0,0.99082,0.54,0.54,11.2,0
2215,20.0,7.1,0.48,0.28,2.8,0.068,6.0,16.0,0.99682,0.53,0.53,10.3,0
2216,23.0,9.7,0.295,0.4,1.5,0.073,14.0,21.0,0.99556,0.51,0.51,10.9,1
2217,14.0,7.4,0.32,0.22,1.7,0.051,50.0,179.0,0.9955,0.69,0.69,8.9,0
2218,16.0,7.2,0.5,0.0,0.8,0.034,46.0,114.0,0.9932,0.34,0.34,9.2,0
2219,12.0,8.0,0.27,0.25,19.1,0.045,50.0,208.0,1.00051,0.5,0.5,9.2,1
2220,20.0,6.7,0.31,0.3,2.1,0.038,18.0,130.0,0.9928,0.63,0.63,10.6,1
2221,25.0,7.9,0.33,0.28,31.6,0.053,35.0,176.0,1.0103,0.38,0.38,8.8,1
2222,26.0,6.8,0.19,0.36,1.9,0.035,30.0,96.0,0.9917,0.54,0.54,10.8,1
2223,17.0,7.0,0.36,0.25,5.7,0.015,14.0,73.0,0.98963,0.59,0.59,13.2,1
2224,18.0,6.9,0.22,0.32,5.8,0.041,20.0,119.0,0.99296,0.55,0.55,11.2,1
2225,27.0,6.2,0.45,0.26,4.4,0.063,63.0,206.0,0.994,0.52,0.52,9.8,0
2226,19.0,8.4,0.29,0.4,1.7,0.067,8.0,20.0,0.99603,0.6,0.6,10.5,0
2227,25.0,6.9,0.29,0.16,6.8,0.034,65.0,212.0,0.9955,0.39,0.39,9.0,1
2228,11.0,5.3,0.58,0.07,6.9,0.043,34.0,149.0,0.9944,0.57,0.57,9.7,0
2229,18.0,7.4,0.3,0.32,1.7,0.03,23.0,128.0,0.9929,0.66,0.66,10.9,0
2230,16.0,7.6,0.23,0.49,10.0,0.036,45.0,182.0,0.9967,0.58,0.58,9.6,1
2231,17.0,12.7,0.6,0.49,2.8,0.075,5.0,19.0,0.9994,0.57,0.57,11.4,0
2232,13.0,6.7,0.39,0.24,2.7,0.017,22.0,80.0,0.99084,0.37,0.37,11.5,0
2233,29.0,7.8,0.43,0.49,13.0,0.033,37.0,158.0,0.9955,0.35,0.35,11.3,1
2234,30.0,6.0,0.14,0.37,1.2,0.032,63.0,148.0,0.99185,0.44,0.44,11.2,0
2235,29.0,7.7,0.34,0.58,11.1,0.039,41.0,151.0,0.9978,0.49,0.49,8.6,0
2236,17.0,6.6,0.23,0.37,8.5,0.036,46.0,153.0,0.99576,0.48,0.48,9.4,1
2237,10.0,6.8,0.18,0.46,1.4,0.064,37.0,160.0,0.9924,0.45,0.45,11.1,0
2238,24.0,6.1,0.21,0.19,1.4,0.046,51.0,131.0,0.99184,0.39,0.39,10.5,0
2239,26.0,6.4,0.31,0.28,1.5,0.037,12.0,119.0,0.9919,0.51,0.51,10.4,1
2240,27.0,6.4,0.25,0.37,4.5,0.039,41.0,147.0,0.9921,0.4,0.4,11.1,1
2241,20.0,6.8,0.26,0.4,7.5,0.046,45.0,179.0,0.99583,0.49,0.49,9.3,0
2242,24.0,7.3,0.32,0.48,13.3,0.06,57.0,196.0,0.9982,0.5,0.5,9.2,0
2243,11.0,8.7,0.69,0.31,3.0,0.086,23.0,81.0,1.0002,0.74,0.74,11.6,1
2244,30.0,6.5,0.22,0.72,6.8,0.042,33.0,168.0,0.9958,0.36,0.36,9.2,1
2245,10.0,7.5,0.17,0.37,1.5,0.06,18.0,75.0,0.9936,0.88,0.88,10.7,0
2246,21.0,6.6,0.61,0.01,1.9,0.08,8.0,25.0,0.99746,0.73,0.73,10.5,0
2247,12.0,8.0,0.18,0.37,0.9,0.049,36.0,109.0,0.99007,0.44,0.44,12.7,1
2248,15.0,12.4,0.4,0.51,2.0,0.059,6.0,24.0,0.9994,0.6,0.6,9.3,1
2249,13.0,7.9,1.04,0.05,2.2,0.084,13.0,29.0,0.9959,0.55,0.55,9.9,1
2250,11.0,9.5,0.885,0.27,2.3,0.084,31.0,145.0,0.9978,0.53,0.53,9.4,0
2251,14.0,5.4,0.205,0.16,12.55,0.051,31.0,115.0,0.99564,0.38,0.38,10.8,1
2252,25.0,7.9,0.28,0.41,2.0,0.044,50.0,152.0,0.9934,0.49,0.49,10.7,1
2253,27.0,7.7,0.38,0.23,10.8,0.03,28.0,95.0,0.99164,0.41,0.41,13.6,1
2254,28.0,7.1,0.35,0.24,15.4,0.055,46.0,198.0,0.9988,0.49,0.49,8.8,0
2255,22.0,6.8,0.25,0.27,10.7,0.076,47.0,154.0,0.9967,0.38,0.38,9.0,0
2256,28.0,7.1,0.13,0.4,1.2,0.047,54.0,134.0,0.9932,0.97,0.97,9.8,1
2257,30.0,7.0,0.3,0.51,13.6,0.05,40.0,168.0,0.9976,0.52,0.52,9.6,1
2258,15.0,7.0,0.35,0.24,1.9,0.04,21.0,144.0,0.9923,0.38,0.38,11.0,0
2259,13.0,5.8,0.26,0.18,1.2,0.031,40.0,114.0,0.9908,0.4,0.4,11.0,1
2260,10.0,7.7,0.27,0.35,5.3,0.03,30.0,117.0,0.992,0.42,0.42,12.2,1
2261,18.0,6.8,0.27,0.29,4.6,0.046,6.0,88.0,0.99458,0.48,0.48,10.6,0
2262,19.0,7.2,0.34,0.21,2.5,0.075,41.0,68.0,0.99586,0.54,0.54,10.1,1
2263,18.0,9.9,0.53,0.57,2.4,0.093,30.0,52.0,0.9971,0.76,0.76,11.6,1
2264,17.0,8.0,0.2,0.36,1.2,0.032,21.0,78.0,0.9921,0.37,0.37,10.4,1
2265,15.0,7.4,0.24,0.22,10.7,0.042,26.0,81.0,0.9954,0.36,0.36,9.7,1
2266,22.0,7.0,0.36,0.35,2.5,0.048,67.0,161.0,0.99146,0.56,0.56,11.1,1
2267,15.0,6.2,0.28,0.45,7.5,0.045,46.0,203.0,0.99573,0.46,0.46,9.2,1
2268,26.0,6.6,0.27,0.32,1.3,0.044,18.0,93.0,0.99044,0.56,0.56,12.25,0
2269,12.0,6.9,0.3,0.25,3.3,0.041,26.0,124.0,0.99428,0.5,0.5,9.3,1
2270,30.0,8.9,0.59,0.39,2.3,0.095,5.0,22.0,0.9986,0.58,0.58,10.3,0
2271,29.0,8.3,0.6,0.25,2.2,0.118,9.0,38.0,0.99616,0.53,0.53,9.8,0
2272,29.0,5.6,0.26,0.0,10.2,0.038,13.0,111.0,0.99315,0.46,0.46,12.4,1
2273,23.0,7.2,0.26,0.74,13.6,0.05,56.0,162.0,0.998,0.44,0.44,8.8,0
2274,16.0,7.3,0.34,0.33,2.5,0.064,21.0,37.0,0.9952,0.77,0.77,12.1,1
2275,23.0,6.4,0.17,0.27,6.7,0.036,88.0,223.0,0.9948,0.35,0.35,10.2,1
2276,11.0,9.6,0.21,0.28,1.2,0.038,12.0,53.0,0.9926,0.46,0.46,10.6,0
2277,21.0,6.7,0.16,0.32,12.5,0.035,18.0,156.0,0.99666,0.36,0.36,9.0,1
2278,20.0,8.0,0.25,0.43,1.7,0.067,22.0,50.0,0.9946,0.6,0.6,11.9,1
2279,23.0,6.8,0.21,0.36,18.1,0.046,32.0,133.0,1.0,0.48,0.48,8.8,0
2280,17.0,6.4,0.32,0.35,4.8,0.03,34.0,101.0,0.9912,0.6,0.6,12.5,1
2281,14.0,6.1,0.14,0.25,1.3,0.047,37.0,173.0,0.9925,0.46,0.46,10.0,1
2282,16.0,6.4,0.25,0.28,4.9,0.03,29.0,98.0,0.99024,0.58,0.58,12.8,1
2283,10.0,7.2,0.46,0.65,10.4,0.05,76.0,192.0,0.9976,0.42,0.42,8.7,0
2284,20.0,6.7,0.46,0.24,1.7,0.077,18.0,34.0,0.9948,0.6,0.6,10.6,1
2285,21.0,8.6,0.17,0.28,2.7,0.047,38.0,150.0,0.99365,0.56,0.56,10.8,1
2286,18.0,7.0,0.19,0.23,5.7,0.123,27.0,104.0,0.9954,0.54,0.54,9.4,1
2287,22.0,7.9,0.46,0.32,4.1,0.033,40.0,138.0,0.9912,0.44,0.44,12.8,1
2288,10.0,7.7,0.24,0.29,15.3,0.044,39.0,194.0,0.9982,0.47,0.47,9.6,1
2289,28.0,6.8,0.26,0.24,7.8,0.052,54.0,214.0,0.9961,0.47,0.47,8.9,0
2290,11.0,8.4,0.23,0.32,1.3,0.048,59.0,113.0,0.99178,0.55,0.55,11.0,1
2291,20.0,6.0,0.29,0.25,1.4,0.033,30.0,114.0,0.98794,0.43,0.43,13.2,1
2292,30.0,7.5,0.4,0.12,3.0,0.092,29.0,53.0,0.9967,0.7,0.7,10.3,1
2293,17.0,6.2,0.33,0.14,4.8,0.052,27.0,128.0,0.99475,0.48,0.48,9.4,0
2294,14.0,7.6,0.22,0.28,12.0,0.056,68.0,143.0,0.9983,0.3,0.3,9.2,1
2295,21.0,7.9,0.3,0.27,8.5,0.036,20.0,112.0,0.9939,0.46,0.46,11.7,1
2296,18.0,6.1,0.2,0.17,1.6,0.048,46.0,129.0,0.991,0.43,0.43,11.4,1
2297,20.0,5.6,0.46,0.24,4.8,0.042,24.0,72.0,0.9908,0.37,0.37,12.6,1
2298,16.0,7.3,0.24,0.39,17.95,0.057,45.0,149.0,0.9999,0.36,0.36,8.6,0
2299,24.0,6.8,0.27,0.12,1.3,0.04,87.0,168.0,0.992,0.41,0.41,10.0,0
2300,17.0,6.3,0.19,0.33,10.1,0.063,63.0,133.0,0.99561,0.41,0.41,9.1,0
2301,20.0,7.8,0.965,0.6,65.8,0.074,8.0,160.0,1.03898,0.69,0.69,11.7,1
2302,18.0,6.6,0.78,0.5,1.5,0.045,30.0,133.0,0.99104,0.48,0.48,11.7,0
2303,18.0,7.6,0.16,0.44,1.4,0.043,25.0,109.0,0.9932,0.75,0.75,10.3,1
2304,16.0,7.7,0.43,0.37,10.0,0.169,22.0,210.0,0.99776,0.64,0.64,9.5,0
2305,29.0,6.7,0.24,0.29,14.9,0.053,55.0,136.0,0.99839,0.52,0.52,9.0,0
2306,10.0,5.9,0.2,0.23,1.5,0.037,38.0,93.0,0.99021,0.49,0.49,12.0,1
2307,12.0,7.6,0.62,0.32,2.2,0.082,7.0,54.0,0.9966,0.52,0.52,9.4,0
2308,21.0,6.9,0.4,0.56,11.2,0.043,40.0,142.0,0.9975,0.46,0.46,8.7,0
2309,14.0,8.8,0.61,0.19,4.0,0.094,30.0,69.0,0.99787,0.5,0.5,10.0,1
2310,29.0,7.5,0.63,0.12,5.1,0.111,50.0,110.0,0.9983,0.77,0.77,9.4,0
2311,16.0,6.8,0.11,0.42,1.1,0.042,51.0,132.0,0.99059,0.74,0.74,11.3,1
2312,28.0,4.8,0.17,0.28,2.9,0.03,22.0,111.0,0.9902,0.34,0.34,11.3,1
2313,26.0,6.7,0.33,0.36,6.6,0.042,34.0,116.0,0.99123,0.31,0.31,12.2,1
2314,16.0,8.7,0.54,0.26,2.5,0.097,7.0,31.0,0.9976,0.6,0.6,9.3,1
2315,26.0,7.2,0.17,0.34,6.4,0.042,16.0,111.0,0.99278,0.4,0.4,10.8,1
2316,30.0,4.6,0.52,0.15,2.1,0.054,8.0,65.0,0.9934,0.56,0.56,13.1,0
2317,23.0,5.7,1.13,0.09,1.5,0.172,7.0,19.0,0.994,0.48,0.48,9.8,0
2318,19.0,6.3,0.32,0.26,12.3,0.044,24.0,205.0,0.99611,0.58,0.58,9.9,0
2319,20.0,7.6,0.52,0.49,14.0,0.034,37.0,156.0,0.9958,0.38,0.38,11.8,1
2320,13.0,7.2,0.36,0.46,2.1,0.074,24.0,44.0,0.99534,0.85,0.85,11.0,1
2321,10.0,6.0,0.22,0.28,1.1,0.034,47.0,90.0,0.98862,0.38,0.38,12.6,1
2322,12.0,6.9,0.44,0.18,11.8,0.051,26.0,126.0,0.9975,0.48,0.48,9.1,0
2323,16.0,5.8,0.29,0.26,1.7,0.063,3.0,11.0,0.9915,0.54,0.54,13.5,1
2324,21.0,6.9,0.22,0.28,7.8,0.05,43.0,116.0,0.99326,0.6,0.6,11.5,1
2325,11.0,6.6,0.44,0.32,3.0,0.095,13.0,75.0,0.98954,0.63,0.63,12.8,1
2326,30.0,7.1,0.36,0.3,1.6,0.08,35.0,70.0,0.99693,0.5,0.5,9.4,0
2327,30.0,6.3,0.2,0.3,5.9,0.034,35.0,152.0,0.99642,0.4,0.4,8.5,1
2328,27.0,6.4,0.46,0.08,4.9,0.046,34.0,144.0,0.99445,0.56,0.56,10.0,0
2329,18.0,5.9,0.415,0.13,1.4,0.04,11.0,64.0,0.9922,0.52,0.52,10.5,0
2330,23.0,6.8,0.29,0.16,1.4,0.038,122.5,234.5,0.9922,0.47,0.47,10.0,0
2331,30.0,5.6,0.205,0.16,12.55,0.051,31.0,115.0,0.99564,0.38,0.38,10.8,1
2332,18.0,6.8,0.2,0.59,0.9,0.147,38.0,132.0,0.993,0.38,0.38,9.1,1
2333,22.0,9.1,0.28,0.49,2.0,0.059,10.0,112.0,0.9958,0.46,0.46,10.1,0
2334,30.0,7.0,0.32,0.24,6.2,0.048,31.0,228.0,0.9957,0.62,0.62,9.4,1
2335,20.0,6.5,0.2,0.24,9.2,0.044,25.0,150.0,0.99502,0.44,0.44,10.5,0
2336,29.0,9.6,0.6,0.5,2.3,0.079,28.0,71.0,0.9997,0.57,0.57,9.7,0
2337,30.0,8.0,0.57,0.23,3.2,0.073,17.0,119.0,0.99675,0.57,0.57,9.3,0
2338,15.0,7.9,0.26,0.33,10.3,0.039,73.0,212.0,0.9969,0.49,0.49,9.5,1
2339,23.0,7.4,0.19,0.49,9.3,0.03,26.0,132.0,0.994,0.32,0.32,11.0,1
2340,23.0,7.3,0.74,0.08,1.7,0.094,10.0,45.0,0.99576,0.5,0.5,9.8,0
2341,26.0,6.8,0.28,0.36,7.0,0.043,60.0,207.0,0.99556,0.49,0.49,9.6,1
2342,21.0,7.7,0.3,0.42,14.3,0.045,45.0,213.0,0.9991,0.63,0.63,9.2,0
2343,10.0,7.7,0.61,0.18,2.4,0.083,6.0,20.0,0.9963,0.6,0.6,10.2,1
2344,29.0,7.5,0.57,0.02,2.6,0.077,11.0,35.0,0.99557,0.62,0.62,10.8,1
2345,20.0,6.2,0.38,0.42,2.5,0.038,34.0,117.0,0.99132,0.59,0.59,11.6,1
2346,25.0,6.6,0.56,0.15,10.0,0.037,38.0,157.0,0.99642,0.52,0.52,9.4,0
2347,12.0,9.3,0.36,0.39,1.5,0.08,41.0,55.0,0.99652,0.73,0.73,10.9,1
2348,29.0,7.9,0.16,0.3,4.8,0.037,37.0,171.0,0.9967,0.44,0.44,9.0,0
2349,17.0,5.7,0.16,0.32,1.2,0.036,7.0,89.0,0.99111,0.48,0.48,11.0,0
2350,22.0,6.4,0.2,0.15,6.6,0.046,26.0,113.0,0.99408,0.58,0.58,9.9,1
2351,18.0,8.3,1.02,0.02,3.4,0.084,6.0,11.0,0.99892,0.49,0.49,11.0,0
2352,22.0,6.2,0.3,0.31,1.2,0.048,19.0,125.0,0.98999,0.54,0.54,12.6,1
2353,12.0,5.7,0.22,0.22,16.65,0.044,39.0,110.0,0.99855,0.48,0.48,9.0,1
2354,23.0,5.6,0.18,0.27,1.7,0.03,31.0,103.0,0.98892,0.37,0.37,12.9,1
2355,24.0,5.6,0.28,0.28,4.2,0.044,52.0,158.0,0.992,0.44,0.44,10.7,1
2356,13.0,6.4,0.17,0.3,2.8,0.034,33.0,125.0,0.99152,0.49,0.49,10.4,1
2357,16.0,6.0,0.25,0.4,5.7,0.052,56.0,152.0,0.99398,0.88,0.88,10.5,1
2358,24.0,5.8,0.29,0.15,1.1,0.029,12.0,83.0,0.9898,0.4,0.4,11.4,1
2359,29.0,6.3,0.36,0.28,2.5,0.035,18.0,73.0,0.98868,0.47,0.47,12.8,1
2360,29.0,5.0,0.33,0.18,4.6,0.032,40.0,124.0,0.99114,0.4,0.4,11.0,1
2361,20.0,6.4,0.3,0.51,5.5,0.048,62.0,172.0,0.9942,0.45,0.45,9.1,1
2362,30.0,6.8,0.21,0.4,6.3,0.032,40.0,121.0,0.99214,0.53,0.53,12.0,1
2363,13.0,6.8,0.25,0.29,2.0,0.042,19.0,189.0,0.9952,0.54,0.54,10.2,1
2364,10.0,6.3,0.24,0.22,11.9,0.05,65.0,179.0,0.99659,0.58,0.58,9.3,1
2365,26.0,7.7,0.39,0.28,4.9,0.035,36.0,109.0,0.9918,0.58,0.58,12.2,1
2366,10.0,5.3,0.32,0.12,6.6,0.043,22.0,141.0,0.9937,0.6,0.6,10.4,1
2367,10.0,8.0,0.37,0.31,4.7,0.038,3.0,127.0,0.99186,0.72,0.72,12.1,0
2368,26.0,7.9,0.29,0.36,11.1,0.033,43.0,208.0,0.9969,0.46,0.46,10.3,0
2369,29.0,6.7,0.31,0.18,7.7,0.043,57.0,200.0,0.99566,0.44,0.44,9.4,1
2370,17.0,6.0,0.58,0.2,2.4,0.075,15.0,50.0,0.99467,0.67,0.67,12.5,1
2371,12.0,7.0,0.24,0.51,11.0,0.029,55.0,227.0,0.9965,0.61,0.61,9.5,0
2372,26.0,6.4,0.63,0.21,1.6,0.08,12.0,32.0,0.99689,0.66,0.66,9.8,0
2373,13.0,5.7,0.12,0.26,5.5,0.034,21.0,99.0,0.99324,0.57,0.57,9.9,1
2374,30.0,6.5,0.26,0.43,8.9,0.083,50.0,171.0,0.9965,0.5,0.5,9.0,0
2375,21.0,7.4,0.18,0.27,1.3,0.048,26.0,105.0,0.994,0.66,0.66,10.6,1
2376,23.0,7.2,0.34,0.28,10.4,0.108,43.0,187.0,0.99738,0.57,0.57,9.4,0
2377,18.0,8.5,0.34,0.4,4.7,0.055,3.0,9.0,0.99738,0.66,0.66,11.6,1
2378,29.0,6.0,0.28,0.25,1.8,0.042,8.0,108.0,0.9929,0.55,0.55,9.0,0
2379,19.0,7.2,0.23,0.32,8.5,0.058,47.0,186.0,0.9956,0.4,0.4,9.9,1
2380,28.0,6.2,0.39,0.24,4.8,0.037,45.0,138.0,0.99174,0.43,0.43,11.2,1
2381,27.0,11.7,0.49,0.49,2.2,0.083,5.0,15.0,1.0,0.43,0.43,9.2,0
2382,14.0,8.2,0.37,0.36,1.0,0.034,17.0,93.0,0.9906,0.32,0.32,11.7,1
2383,25.0,7.8,0.2,0.2,1.4,0.036,25.0,83.0,0.99088,0.46,0.46,11.7,1
2384,18.0,5.9,0.27,0.27,5.0,0.035,14.0,97.0,0.99058,0.33,0.33,11.8,1
